"Date Time","Date Time(RAW)","free","free(RAW)","shared","shared(RAW)","buff/cache","buff/cache(RAW)","available","available(RAW)","used","used(RAW)","buffers","buffers(RAW)","cached","cached(RAW)","Available","Available(RAW)","Coverage","Coverage(RAW)"
"4/18/2020 12:15:42 PM","43939.2192385301","4715 MB","4715.0000","10 MB","10.0000","3403 MB","3403.0000","7907 MB","7907.0000","3789 MB","3789.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:16:37 PM","43939.2198738194","4716 MB","4716.0000","10 MB","10.0000","3403 MB","3403.0000","7909 MB","7909.0000","3788 MB","3788.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:17:37 PM","43939.2205685185","4720 MB","4720.0000","10 MB","10.0000","3403 MB","3403.0000","7912 MB","7912.0000","3784 MB","3784.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:18:37 PM","43939.2212629514","4719 MB","4719.0000","10 MB","10.0000","3403 MB","3403.0000","7912 MB","7912.0000","3785 MB","3785.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:19:37 PM","43939.2219574537","4717 MB","4717.0000","10 MB","10.0000","3403 MB","3403.0000","7910 MB","7910.0000","3786 MB","3786.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:20:37 PM","43939.2226518287","4720 MB","4720.0000","10 MB","10.0000","3403 MB","3403.0000","7913 MB","7913.0000","3785 MB","3785.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:21:37 PM","43939.2233461806","4719 MB","4719.0000","10 MB","10.0000","3403 MB","3403.0000","7910 MB","7910.0000","3785 MB","3785.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:22:37 PM","43939.2240400579","4718 MB","4718.0000","10 MB","10.0000","3403 MB","3403.0000","7911 MB","7911.0000","3786 MB","3786.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:23:37 PM","43939.2247349306","4718 MB","4718.0000","10 MB","10.0000","3403 MB","3403.0000","7911 MB","7911.0000","3786 MB","3786.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:24:37 PM","43939.2254295139","4718 MB","4718.0000","10 MB","10.0000","3403 MB","3403.0000","7912 MB","7912.0000","3785 MB","3785.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:25:37 PM","43939.2261239005","4720 MB","4720.0000","10 MB","10.0000","3403 MB","3403.0000","7913 MB","7913.0000","3785 MB","3785.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:26:37 PM","43939.2268178241","4719 MB","4719.0000","11 MB","11.0000","3403 MB","3403.0000","7912 MB","7912.0000","3785 MB","3785.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:27:37 PM","43939.2275124074","4713 MB","4713.0000","11 MB","11.0000","3403 MB","3403.0000","7906 MB","7906.0000","3791 MB","3791.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:28:37 PM","43939.2282071528","4712 MB","4712.0000","11 MB","11.0000","3403 MB","3403.0000","7905 MB","7905.0000","3791 MB","3791.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:29:37 PM","43939.2289015857","4714 MB","4714.0000","11 MB","11.0000","3403 MB","3403.0000","7907 MB","7907.0000","3790 MB","3790.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:30:37 PM","43939.2295961690","4714 MB","4714.0000","11 MB","11.0000","3403 MB","3403.0000","7901 MB","7901.0000","3789 MB","3789.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:31:37 PM","43939.2302906829","4718 MB","4718.0000","11 MB","11.0000","3403 MB","3403.0000","7911 MB","7911.0000","3786 MB","3786.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:32:37 PM","43939.2309845370","4717 MB","4717.0000","11 MB","11.0000","3403 MB","3403.0000","7910 MB","7910.0000","3787 MB","3787.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:33:37 PM","43939.2316796181","4717 MB","4717.0000","11 MB","11.0000","3403 MB","3403.0000","7909 MB","7909.0000","3786 MB","3786.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:34:37 PM","43939.2323739120","4717 MB","4717.0000","11 MB","11.0000","3403 MB","3403.0000","7911 MB","7911.0000","3786 MB","3786.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:35:37 PM","43939.2330684028","4717 MB","4717.0000","11 MB","11.0000","3403 MB","3403.0000","7911 MB","7911.0000","3786 MB","3786.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:36:37 PM","43939.2337623611","4717 MB","4717.0000","11 MB","11.0000","3403 MB","3403.0000","7909 MB","7909.0000","3787 MB","3787.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:37:37 PM","43939.2344572569","4716 MB","4716.0000","11 MB","11.0000","3403 MB","3403.0000","7909 MB","7909.0000","3787 MB","3787.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:38:37 PM","43939.2351518750","4715 MB","4715.0000","11 MB","11.0000","3403 MB","3403.0000","7909 MB","7909.0000","3788 MB","3788.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:39:37 PM","43939.2358461227","4717 MB","4717.0000","11 MB","11.0000","3403 MB","3403.0000","7909 MB","7909.0000","3787 MB","3787.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:40:37 PM","43939.2365406713","7554 MB","7554.0000","11 MB","11.0000","3192 MB","3192.0000","10538 MB","10538.0000","1160 MB","1160.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:41:37 PM","43939.2372350231","4249 MB","4249.0000","11 MB","11.0000","3404 MB","3404.0000","7443 MB","7443.0000","4254 MB","4254.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:42:37 PM","43939.2379290278","4258 MB","4258.0000","11 MB","11.0000","3404 MB","3404.0000","7452 MB","7452.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:43:37 PM","43939.2386239931","4258 MB","4258.0000","11 MB","11.0000","3404 MB","3404.0000","7452 MB","7452.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:44:37 PM","43939.2393185069","4259 MB","4259.0000","11 MB","11.0000","3404 MB","3404.0000","7452 MB","7452.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:45:37 PM","43939.2400127662","4256 MB","4256.0000","11 MB","11.0000","3404 MB","3404.0000","7450 MB","7450.0000","4246 MB","4246.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:46:37 PM","43939.2407071875","4254 MB","4254.0000","11 MB","11.0000","3405 MB","3405.0000","7448 MB","7448.0000","4248 MB","4248.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:47:37 PM","43939.2414016435","4255 MB","4255.0000","11 MB","11.0000","3405 MB","3405.0000","7448 MB","7448.0000","4248 MB","4248.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:48:37 PM","43939.2420957060","4254 MB","4254.0000","11 MB","11.0000","3405 MB","3405.0000","7447 MB","7447.0000","4248 MB","4248.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:49:37 PM","43939.2427906018","4253 MB","4253.0000","11 MB","11.0000","3405 MB","3405.0000","7447 MB","7447.0000","4249 MB","4249.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:50:37 PM","43939.2434851157","4253 MB","4253.0000","11 MB","11.0000","3405 MB","3405.0000","7447 MB","7447.0000","4249 MB","4249.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:51:37 PM","43939.2441795833","4252 MB","4252.0000","11 MB","11.0000","3405 MB","3405.0000","7447 MB","7447.0000","4250 MB","4250.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:52:37 PM","43939.2448738773","4254 MB","4254.0000","11 MB","11.0000","3405 MB","3405.0000","7449 MB","7449.0000","4248 MB","4248.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:53:37 PM","43939.2455682176","4255 MB","4255.0000","11 MB","11.0000","3405 MB","3405.0000","7450 MB","7450.0000","4247 MB","4247.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:54:37 PM","43939.2462630903","4256 MB","4256.0000","11 MB","11.0000","3405 MB","3405.0000","7450 MB","7450.0000","4246 MB","4246.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:55:37 PM","43939.2469573495","4256 MB","4256.0000","11 MB","11.0000","3405 MB","3405.0000","7450 MB","7450.0000","4246 MB","4246.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:56:37 PM","43939.2476511921","4258 MB","4258.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:57:37 PM","43939.2483462153","4258 MB","4258.0000","11 MB","11.0000","3405 MB","3405.0000","7453 MB","7453.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:58:37 PM","43939.2490405556","4259 MB","4259.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 12:59:37 PM","43939.2497350926","4257 MB","4257.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:00:37 PM","43939.2504295139","4258 MB","4258.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:01:37 PM","43939.2511234144","4258 MB","4258.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:02:37 PM","43939.2518179282","4259 MB","4259.0000","11 MB","11.0000","3405 MB","3405.0000","7453 MB","7453.0000","4243 MB","4243.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:03:37 PM","43939.2525124653","4259 MB","4259.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4243 MB","4243.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:04:37 PM","43939.2532071875","4259 MB","4259.0000","11 MB","11.0000","3405 MB","3405.0000","7454 MB","7454.0000","4243 MB","4243.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:05:37 PM","43939.2539018056","4258 MB","4258.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:06:37 PM","43939.2545962616","4258 MB","4258.0000","11 MB","11.0000","3405 MB","3405.0000","7453 MB","7453.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:07:37 PM","43939.2552907755","4257 MB","4257.0000","11 MB","11.0000","3405 MB","3405.0000","7451 MB","7451.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:08:37 PM","43939.2559851505","4257 MB","4257.0000","11 MB","11.0000","3405 MB","3405.0000","7451 MB","7451.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:09:37 PM","43939.2566794676","4258 MB","4258.0000","11 MB","11.0000","3405 MB","3405.0000","7452 MB","7452.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:10:37 PM","43939.2573739120","4260 MB","4260.0000","11 MB","11.0000","3405 MB","3405.0000","7454 MB","7454.0000","4242 MB","4242.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:11:37 PM","43939.2580684607","4261 MB","4261.0000","11 MB","11.0000","3405 MB","3405.0000","7455 MB","7455.0000","4241 MB","4241.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:12:37 PM","43939.2587622569","4261 MB","4261.0000","11 MB","11.0000","3405 MB","3405.0000","7455 MB","7455.0000","4241 MB","4241.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:13:37 PM","43939.2594571065","4260 MB","4260.0000","11 MB","11.0000","3405 MB","3405.0000","7453 MB","7453.0000","4243 MB","4243.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:14:37 PM","43939.2601519213","4259 MB","4259.0000","11 MB","11.0000","3405 MB","3405.0000","7453 MB","7453.0000","4242 MB","4242.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:15:37 PM","43939.2608461921","4259 MB","4259.0000","11 MB","11.0000","3405 MB","3405.0000","7453 MB","7453.0000","4243 MB","4243.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:16:37 PM","43939.2615400694","4238 MB","4238.0000","11 MB","11.0000","3405 MB","3405.0000","7432 MB","7432.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:17:37 PM","43939.2622352662","4238 MB","4238.0000","11 MB","11.0000","3405 MB","3405.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:18:37 PM","43939.2629295255","4260 MB","4260.0000","11 MB","11.0000","3405 MB","3405.0000","7453 MB","7453.0000","4242 MB","4242.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:19:37 PM","43939.2636239468","4239 MB","4239.0000","11 MB","11.0000","3405 MB","3405.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:20:37 PM","43939.2643184722","4260 MB","4260.0000","11 MB","11.0000","3405 MB","3405.0000","7454 MB","7454.0000","4241 MB","4241.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:21:37 PM","43939.2650129745","4259 MB","4259.0000","11 MB","11.0000","3406 MB","3406.0000","7454 MB","7454.0000","4242 MB","4242.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:22:37 PM","43939.2657074769","4259 MB","4259.0000","11 MB","11.0000","3406 MB","3406.0000","7454 MB","7454.0000","4242 MB","4242.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:23:37 PM","43939.2664017477","4259 MB","4259.0000","11 MB","11.0000","3406 MB","3406.0000","7455 MB","7455.0000","4242 MB","4242.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:24:37 PM","43939.2670961343","4260 MB","4260.0000","11 MB","11.0000","3406 MB","3406.0000","7455 MB","7455.0000","4241 MB","4241.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:25:37 PM","43939.2677907407","4259 MB","4259.0000","11 MB","11.0000","3406 MB","3406.0000","7453 MB","7453.0000","4242 MB","4242.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:26:37 PM","43939.2684846065","4257 MB","4257.0000","11 MB","11.0000","3406 MB","3406.0000","7452 MB","7452.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:27:37 PM","43939.2691795833","4256 MB","4256.0000","11 MB","11.0000","3406 MB","3406.0000","7451 MB","7451.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:28:37 PM","43939.2698743750","4257 MB","4257.0000","11 MB","11.0000","3406 MB","3406.0000","7451 MB","7451.0000","4244 MB","4244.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:29:37 PM","43939.2705684606","4257 MB","4257.0000","11 MB","11.0000","3406 MB","3406.0000","7452 MB","7452.0000","4245 MB","4245.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:30:37 PM","43939.2712628935","4243 MB","4243.0000","11 MB","11.0000","3406 MB","3406.0000","7438 MB","7438.0000","4258 MB","4258.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:31:37 PM","43939.2719568750","4243 MB","4243.0000","11 MB","11.0000","3406 MB","3406.0000","7438 MB","7438.0000","4258 MB","4258.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:32:37 PM","43939.2726512037","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7434 MB","7434.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:33:37 PM","43939.2733461806","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:34:37 PM","43939.2740406944","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:35:37 PM","43939.2747350926","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:36:37 PM","43939.2754290393","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7432 MB","7432.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:37:37 PM","43939.2761235880","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:38:37 PM","43939.2768185301","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:39:37 PM","43939.2775127199","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:40:37 PM","43939.2782071875","4236 MB","4236.0000","11 MB","11.0000","3406 MB","3406.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:41:37 PM","43939.2789017940","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:42:37 PM","43939.2795956597","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7434 MB","7434.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:43:37 PM","43939.2802901736","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:44:37 PM","43939.2809845949","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:45:37 PM","43939.2816795486","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:46:37 PM","43939.2823734607","4240 MB","4240.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:47:37 PM","43939.2830682986","4240 MB","4240.0000","11 MB","11.0000","3406 MB","3406.0000","7436 MB","7436.0000","4260 MB","4260.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:48:37 PM","43939.2837627546","4240 MB","4240.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:49:37 PM","43939.2844571412","4240 MB","4240.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:50:37 PM","43939.2851516088","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:51:37 PM","43939.2858457407","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:52:37 PM","43939.2865401273","4239 MB","4239.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:53:37 PM","43939.2872351505","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:54:37 PM","43939.2879295370","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:55:37 PM","43939.2886238310","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:56:37 PM","43939.2893179051","4236 MB","4236.0000","11 MB","11.0000","3406 MB","3406.0000","7431 MB","7431.0000","4265 MB","4265.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:57:37 PM","43939.2900128704","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:58:37 PM","43939.2907073958","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 1:59:37 PM","43939.2914015509","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:00:32 PM","43939.2920393287","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7434 MB","7434.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:01:37 PM","43939.2927900347","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:02:37 PM","43939.2934845949","4237 MB","4237.0000","11 MB","11.0000","3407 MB","3407.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:03:37 PM","43939.2941795718","4237 MB","4237.0000","11 MB","11.0000","3407 MB","3407.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:04:37 PM","43939.2948739815","4237 MB","4237.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:05:37 PM","43939.2955684259","4238 MB","4238.0000","11 MB","11.0000","3406 MB","3406.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:06:37 PM","43939.2962623495","4238 MB","4238.0000","11 MB","11.0000","3406 MB","3406.0000","7434 MB","7434.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:07:37 PM","43939.2969572454","4238 MB","4238.0000","11 MB","11.0000","3406 MB","3406.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:08:37 PM","43939.2976512963","4237 MB","4237.0000","11 MB","11.0000","3407 MB","3407.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:09:37 PM","43939.2983461690","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7433 MB","7433.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:10:37 PM","43939.2990407523","4237 MB","4237.0000","11 MB","11.0000","3407 MB","3407.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:11:37 PM","43939.2997351968","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:12:37 PM","43939.3004296528","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7431 MB","7431.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:13:37 PM","43939.3011234028","4235 MB","4235.0000","11 MB","11.0000","3407 MB","3407.0000","7432 MB","7432.0000","4265 MB","4265.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:14:37 PM","43939.3018183449","4235 MB","4235.0000","11 MB","11.0000","3407 MB","3407.0000","7431 MB","7431.0000","4265 MB","4265.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:15:37 PM","43939.3025127778","4235 MB","4235.0000","11 MB","11.0000","3407 MB","3407.0000","7431 MB","7431.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:16:37 PM","43939.3032075231","4235 MB","4235.0000","11 MB","11.0000","3407 MB","3407.0000","7431 MB","7431.0000","4265 MB","4265.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:17:37 PM","43939.3039011806","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:18:37 PM","43939.3045960532","4235 MB","4235.0000","11 MB","11.0000","3407 MB","3407.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:19:37 PM","43939.3052905208","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:20:37 PM","43939.3059851273","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7432 MB","7432.0000","4264 MB","4264.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:21:37 PM","43939.3066790046","4236 MB","4236.0000","11 MB","11.0000","3407 MB","3407.0000","7431 MB","7431.0000","4265 MB","4265.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:22:37 PM","43939.3073739699","4239 MB","4239.0000","11 MB","11.0000","3407 MB","3407.0000","7436 MB","7436.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:23:37 PM","43939.3080683681","4240 MB","4240.0000","11 MB","11.0000","3407 MB","3407.0000","7436 MB","7436.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:24:37 PM","43939.3087629282","4239 MB","4239.0000","11 MB","11.0000","3407 MB","3407.0000","7436 MB","7436.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:25:37 PM","43939.3094572569","4240 MB","4240.0000","11 MB","11.0000","3407 MB","3407.0000","7436 MB","7436.0000","4260 MB","4260.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:26:37 PM","43939.3101516898","4237 MB","4237.0000","11 MB","11.0000","3407 MB","3407.0000","7434 MB","7434.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:27:37 PM","43939.3108462731","4239 MB","4239.0000","11 MB","11.0000","3407 MB","3407.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:28:37 PM","43939.3115405903","4238 MB","4238.0000","11 MB","11.0000","3407 MB","3407.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:29:37 PM","43939.3122350000","4238 MB","4238.0000","11 MB","11.0000","3407 MB","3407.0000","7434 MB","7434.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:30:37 PM","43939.3129294792","4237 MB","4237.0000","11 MB","11.0000","3407 MB","3407.0000","7434 MB","7434.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:31:37 PM","43939.3136239120","4238 MB","4238.0000","11 MB","11.0000","3407 MB","3407.0000","7433 MB","7433.0000","4263 MB","4263.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:32:37 PM","43939.3143184143","4238 MB","4238.0000","11 MB","11.0000","3407 MB","3407.0000","7434 MB","7434.0000","4261 MB","4261.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:33:37 PM","43939.3150128935","4238 MB","4238.0000","11 MB","11.0000","3407 MB","3407.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
"4/18/2020 2:34:37 PM","43939.3157073380","4238 MB","4238.0000","11 MB","11.0000","3407 MB","3407.0000","7435 MB","7435.0000","4262 MB","4262.0000","","","","","","","100 %","0000010000"
