"Date Time","Date Time(RAW)","%idle","%idle(RAW)","%user","%user(RAW)","%system","%system(RAW)","%iowait","%iowait(RAW)","%used","%used(RAW)","Coverage","Coverage(RAW)"
"4/19/2020 4:49:32 AM","43939.9093989699","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 4:50:32 AM","43939.9100933796","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 4:51:32 AM","43939.9107878009","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 4:52:32 AM","43939.9114824190","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 4:53:32 AM","43939.9121769792","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 4:54:32 AM","43939.9128721412","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 4:55:32 AM","43939.9135657870","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 4:56:32 AM","43939.9142605556","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 4:57:32 AM","43939.9149544792","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 4:58:32 AM","43939.9156491782","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 4:59:32 AM","43939.9163435301","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:00:32 AM","43939.9170378125","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 5:01:32 AM","43939.9177324306","99.8 %","99.8000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.2 %","0.2000","100 %","0000010000"
"4/19/2020 5:02:32 AM","43939.9184268519","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:03:27 AM","43939.9190659259","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:04:32 AM","43939.9198157407","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:05:32 AM","43939.9205100116","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:06:32 AM","43939.9212044097","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 5:07:27 AM","43939.9218426157","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:08:32 AM","43939.9225942708","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:09:32 AM","43939.9232879861","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:10:32 AM","43939.9239821875","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:11:32 AM","43939.9246768056","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 5:12:32 AM","43939.9253714005","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:13:32 AM","43939.9260663310","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:14:27 AM","43939.9267034838","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:15:32 AM","43939.9274546528","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:16:32 AM","43939.9281489236","99.84 %","99.8400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.16 %","0.1600","100 %","0000010000"
"4/19/2020 5:17:32 AM","43939.9288435648","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:18:32 AM","43939.9295387384","99.85 %","99.8500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.15 %","0.1500","100 %","0000010000"
"4/19/2020 5:19:32 AM","43939.9302325116","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:20:32 AM","43939.9309267940","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:21:32 AM","43939.9316215856","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 5:22:32 AM","43939.9323157755","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:23:32 AM","43939.9330103588","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:24:32 AM","43939.9337048611","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:25:32 AM","43939.9343989005","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:26:32 AM","43939.9350934722","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 5:27:32 AM","43939.9357883565","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:28:32 AM","43939.9364825231","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:29:32 AM","43939.9371767245","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:30:32 AM","43939.9378712153","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 5:31:32 AM","43939.9385655671","99.83 %","99.8300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.17 %","0.1700","100 %","0000010000"
"4/19/2020 5:32:32 AM","43939.9392601389","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:33:32 AM","43939.9399550579","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:34:27 AM","43939.9405927431","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:35:32 AM","43939.9413433449","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:36:32 AM","43939.9420378935","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 5:37:32 AM","43939.9427325810","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:38:32 AM","43939.9434267708","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:39:32 AM","43939.9441212037","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:40:32 AM","43939.9448155787","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:41:32 AM","43939.9455100579","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 5:42:32 AM","43939.9462048843","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:43:32 AM","43939.9468989699","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:44:27 AM","43939.9475369213","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:45:32 AM","43939.9482877894","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 5:46:32 AM","43939.9489822454","99.84 %","99.8400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.16 %","0.1600","100 %","0000010000"
"4/19/2020 5:47:32 AM","43939.9496767361","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:48:32 AM","43939.9503719097","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:49:32 AM","43939.9510657060","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:50:32 AM","43939.9517600926","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 5:51:32 AM","43939.9524545833","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 5:52:32 AM","43939.9531490972","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:53:32 AM","43939.9538437963","99.85 %","99.8500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.15 %","0.1500","100 %","0000010000"
"4/19/2020 5:54:32 AM","43939.9545378935","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 5:55:32 AM","43939.9552323843","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:56:32 AM","43939.9559266435","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 5:57:32 AM","43939.9566212384","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:58:32 AM","43939.9573158565","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 5:59:32 AM","43939.9580101968","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:00:32 AM","43939.9587044444","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 6:01:32 AM","43939.9593990046","99.82 %","99.8200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.18 %","0.1800","100 %","0000010000"
"4/19/2020 6:02:32 AM","43939.9600934838","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:03:32 AM","43939.9607882060","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:04:32 AM","43939.9614824421","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:05:32 AM","43939.9621768519","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 6:06:32 AM","43939.9628715046","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 6:07:32 AM","43939.9635667014","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:08:32 AM","43939.9642600694","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:09:32 AM","43939.9649545833","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:10:32 AM","43939.9656490394","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:11:32 AM","43939.9663433565","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 6:12:32 AM","43939.9670378704","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:13:32 AM","43939.9677322454","99.85 %","99.8500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.15 %","0.1500","100 %","0000010000"
"4/19/2020 6:14:32 AM","43939.9684276736","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:15:32 AM","43939.9691211690","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 6:16:32 AM","43939.9698156018","99.84 %","99.8400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.16 %","0.1600","100 %","0000010000"
"4/19/2020 6:17:32 AM","43939.9705100347","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:18:32 AM","43939.9712046991","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:19:32 AM","43939.9718990625","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:20:32 AM","43939.9725933218","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 6:21:32 AM","43939.9732877894","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 6:22:32 AM","43939.9739825231","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:23:32 AM","43939.9746767940","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:24:32 AM","43939.9753712153","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:25:32 AM","43939.9760657870","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:26:32 AM","43939.9767603125","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 6:27:32 AM","43939.9774547338","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:28:32 AM","43939.9781492014","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:29:32 AM","43939.9788435185","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:30:32 AM","43939.9795377894","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:31:32 AM","43939.9802326620","99.84 %","99.8400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.16 %","0.1600","100 %","0000010000"
"4/19/2020 6:32:32 AM","43939.9809277546","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:33:32 AM","43939.9816215394","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:34:32 AM","43939.9823157176","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:35:32 AM","43939.9830100810","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 6:36:32 AM","43939.9837044907","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 6:37:32 AM","43939.9843992593","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:38:32 AM","43939.9850936458","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:39:32 AM","43939.9857887153","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:40:32 AM","43939.9864823380","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:41:32 AM","43939.9871771412","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 6:42:32 AM","43939.9878715278","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:43:32 AM","43939.9885658912","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:44:27 AM","43939.9892034722","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:45:32 AM","43939.9899544213","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 6:46:32 AM","43939.9906489352","99.84 %","99.8400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.16 %","0.1600","100 %","0000010000"
"4/19/2020 6:47:32 AM","43939.9913437037","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:48:32 AM","43939.9920380903","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:49:32 AM","43939.9927322801","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:50:32 AM","43939.9934266898","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 6:51:32 AM","43939.9941216551","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 6:52:32 AM","43939.9948157407","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:53:32 AM","43939.9955106481","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:54:27 AM","43939.9961479630","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:55:32 AM","43939.9968988889","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 6:56:32 AM","43939.9975934606","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 6:57:32 AM","43939.9982879630","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 6:58:32 AM","43939.9989823727","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 6:59:32 AM","43939.9996767014","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:00:32 AM","43940.0003711227","99.87 %","99.8700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.13 %","0.1300","100 %","0000010000"
"4/19/2020 7:01:32 AM","43940.0010655556","99.82 %","99.8200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.18 %","0.1800","100 %","0000010000"
"4/19/2020 7:02:32 AM","43940.0017604977","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 7:03:32 AM","43940.0024559606","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 7:04:32 AM","43940.0031499884","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 7:05:32 AM","43940.0038434491","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:06:32 AM","43940.0045381134","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 7:07:32 AM","43940.0052328009","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:08:32 AM","43940.0059269676","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:09:32 AM","43940.0066211690","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 7:10:32 AM","43940.0073155903","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:11:32 AM","43940.0080101273","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 7:12:32 AM","43940.0087046991","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 7:13:32 AM","43940.0093992014","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 7:14:32 AM","43940.0100935417","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 7:15:32 AM","43940.0107879398","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 7:16:32 AM","43940.0114826620","99.83 %","99.8300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.17 %","0.1700","100 %","0000010000"
"4/19/2020 7:17:32 AM","43940.0121768519","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:18:32 AM","43940.0128715162","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 7:19:32 AM","43940.0135657523","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 7:20:32 AM","43940.0142600231","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 7:21:32 AM","43940.0149543750","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 7:22:32 AM","43940.0156490162","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:23:32 AM","43940.0163435532","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 7:24:32 AM","43940.0170380324","99.91 %","99.9100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.09 %","0.0900","100 %","0000010000"
"4/19/2020 7:25:32 AM","43940.0177322801","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:26:32 AM","43940.0184268056","99.86 %","99.8600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.14 %","0.1400","100 %","0000010000"
"4/19/2020 7:27:32 AM","43940.0191214583","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:28:32 AM","43940.0198158565","99.89 %","99.8900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.11 %","0.1100","100 %","0000010000"
"4/19/2020 7:29:32 AM","43940.0205100463","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:30:32 AM","43940.0212045139","99.88 %","99.8800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.12 %","0.1200","100 %","0000010000"
"4/19/2020 7:31:32 AM","43940.0218990509","99.84 %","99.8400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.16 %","0.1600","100 %","0000010000"
"4/19/2020 7:32:32 AM","43940.0225936574","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
"4/19/2020 7:33:32 AM","43940.0232890509","99.9 %","99.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.1 %","0.1000","100 %","0000010000"
